ftsA.aln,0.0033314100616525497
yabI_2.aln,0.0036231928047704993
fabZ.aln,0.0004198335130651696
sad_2~~~sad_3.aln,0.056440183838060785
treF_1~~~treF_2~~~treF.aln,0.048249528139972714
yeeZ.aln,0.009174682446720046
dhmA.aln,0.0193289457578893
gltR_2.aln,0.015786943040267336
group_859.aln,0.0050539787684383535
nqrD.aln,0.00244415311144274
cbiE.aln,0.008369330205578644
group_3358.aln,0.003955876745678121
group_3956.aln,0.008431317534414735
dctA_2~~~dctA_3~~~dctA_1.aln,0.17955569864927748
yjdJ.aln,0.0
nimT.aln,0.004215502617038695
fdhF_1.aln,0.006856655407727798
bcr_2.aln,0.05537408769097955
fhuF.aln,0.006081222218017925
nimR_4.aln,0.007636217449636685
ptrA.aln,0.01046350515351685
amiC_1.aln,0.01147498469746713
smrA.aln,0.005751833003722417
group_301.aln,0.005128720249257019
yqjC.aln,0.00361489033466574
metJ.aln,0.0006020254149613753
tehA.aln,0.006543672808047628
ykgO.aln,0.0013577594465086335
mdtO.aln,0.010499626846946261
dgoA_1.aln,0.010249751959579521
acrD.aln,0.016018179848270052
ispG.aln,0.0038983021207419704
ybjO.aln,0.009780488590907297
group_2774.aln,0.002156130466831994
group_786.aln,0.009562475379258582
group_3953.aln,0.009725796943082576
group_587.aln,0.010027051368509721
nifJ.aln,0.01152927772716036
dolP.aln,0.002955686563211185
yaiY.aln,0.027324744022357503
ganB.aln,0.012874559716328593
dgkA.aln,0.0031719911162440195
yhjD.aln,0.008932739261872968
selB.aln,0.009000277592667348
damX.aln,0.009345554467100751
fmt.aln,0.0066018184632470715
xerD.aln,0.0024228461004472245
ulaD.aln,0.007356353719457377
group_4037.aln,0.04118669925321777
cbl_1~~~cbl_2~~~cbl.aln,0.04925707754004621
group_1576.aln,0.001503933074711612
metB.aln,0.0023652944985989304
graF.aln,0.00413553586333956
punC.aln,0.01429173414626597
lysU_1~~~lysS.aln,0.05306188303800101
rssB_2.aln,0.0033489899527519005
eutB_1~~~eutB_2.aln,0.04760913239053373
cobS.aln,0.00936032724891967
group_3450.aln,0.006070289165191875
group_4503.aln,0.0099221297335917
rpmC.aln,0.0
menB.aln,0.006717903136121876
isfD.aln,0.016472214554248694
degP.aln,0.005140256652057802
yidZ.aln,0.0023449841889538682
malP_3.aln,0.0026784898183250406
secY_2~~~secY_1~~~secY.aln,0.046724984252780086
cbiF.aln,0.0012367188756958484
comR.aln,0.005983038556716428
ftsY.aln,0.0052932094925997285
yedA.aln,0.007712517790045981
group_894.aln,0.010430582702330757
lsrG~~~lsrG_1.aln,0.02767989121528737
yciB.aln,0.002319794513510133
argH.aln,0.0051688446137538036
group_327.aln,0.006494642774664451
dgcQ.aln,0.023056823235795214
uspG_3.aln,0.0028044472894315324
melY.aln,0.012304251792208287
group_4470.aln,0.028793221456837128
group_983.aln,0.009752412327725895
rna.aln,0.0065089012739245125
rbsA_2.aln,0.005840171383598476
aqpZ_1~~~aqpZ.aln,0.008017898573094085
group_2088.aln,0.004569051580842549
eutN.aln,0.0064713380007018284
glnH_1.aln,0.010326865683478015
pphA.aln,0.006988295018613988
dnaJ.aln,0.007487074763661639
ompX.aln,0.00461883309949315
bcsF.aln,0.0010026022391205686
smdB.aln,0.005159405850380615
livF_1.aln,0.0017397218594367313
der_1~~~der_2~~~der.aln,0.05128740900478266
exaC_1~~~exaC_2~~~exaC.aln,0.05397139152425226
group_3957.aln,0.005587273142343862
aceR.aln,0.005216618919837997
waaF.aln,0.010738825233536057
yqjF.aln,0.003950551577156106
gshA.aln,0.01026947595051709
iolS.aln,0.020689148124048415
ybeY.aln,0.0049514218605519736
tamA.aln,0.009020665976464318
fdhE_2~~~fdhE~~~fdhE_1.aln,0.06037882302656162
group_172.aln,0.006049904206718101
araC_2.aln,0.008064676306482228
dmsB_1.aln,0.0047973772640842235
otnC.aln,0.012618838849590162
holA.aln,0.006006589479943418
tatE.aln,0.0036082789931609406
outC.aln,0.0076483697042198946
fdhF_3~~~fdhF_4.aln,0.051030440472115496
group_2673.aln,0.007458422908229396
ydhF.aln,0.004182475911166333
yebC.aln,0.005523289258085853
trmL_1.aln,0.015632210788614712
secD.aln,0.001969073130008476
ypeA.aln,0.007622615330517272
pqiC.aln,0.006671847232551229
zraS.aln,0.006177874501531855
lolD.aln,0.0031192754323733215
nrdR.aln,0.0012762938797181156
fdoG_2.aln,0.0013486470785779654
mtnD.aln,0.014463706619633311
nuoJ.aln,0.004843187935677695
hycG.aln,0.005756855470024889
nlhH.aln,0.05769182456051975
fdhF_2.aln,0.0031580113518087293
tolB.aln,0.00176991411174465
hemY.aln,0.008218791495059722
group_2098.aln,0.005921110050614504
group_1320.aln,0.0026548785234210472
phoR.aln,0.00646038402800369
ybhR_2~~~ybhR_3.aln,0.08975564549564877
group_1115.aln,0.005936496413558911
rpmF.aln,0.004055350606292495
group_382.aln,0.00368218335258608
ygaZ_2.aln,0.005698464552108555
cbiH.aln,0.003908227728609955
pqiA.aln,0.006578876699912457
group_2708.aln,0.023912682942725094
metL.aln,0.005410851592741635
rpoB_1~~~rpoB_2~~~rpoB.aln,0.04613000227159539
group_1052.aln,0.0028426949675931087
msrB.aln,0.0013872759562153431
acrA.aln,0.006129628202931286
dapB.aln,0.01114376474988456
exuT_3.aln,0.00874517298016516
mdfA.aln,0.006451154628519566
group_331.aln,0.00957333982977499
group_3992.aln,0.01049898207718662
ibaG.aln,0.00234615524935395
pulM.aln,0.005853417465935515
group_4300.aln,0.0215252420159299
hxpB_1~~~hxpB_2.aln,0.06923968557476518
gntK.aln,0.0015592434091384747
argV.aln,0.02125221898626585
group_4294.aln,0.1191794515769394
mqo_2.aln,0.0051583634651134755
sdhC.aln,0.002113512396574401
ydjF.aln,0.003990989561704775
outE.aln,0.016570312211755932
mgtA.aln,0.010267557779076177
ubiB_2~~~ubiB_1~~~ubiB.aln,0.047270896724192615
hemH_1~~~hemH_2~~~hemH.aln,0.048925343471831494
betB_1~~~betB.aln,0.01802481878920924
ybhK.aln,0.008690724024240775
dcuA.aln,0.00784514652142194
ilvC.aln,0.005453864689465828
mdoD.aln,0.008919279796087162
group_2528.aln,0.002833263074607303
rlmJ_1~~~rlmJ_2~~~rlmJ.aln,0.04896679241777257
group_3126.aln,0.006304625493320351
group_4066.aln,0.012156016507916976
nagZ.aln,0.008699903232989336
group_4070.aln,0.05537399184564498
seqA.aln,0.0120498557965108
fdoI.aln,0.00030101270748068767
chaA.aln,0.005144255425354202
gltR_1.aln,0.005974342983881222
hycE.aln,0.007836937641039455
ydcF.aln,0.03705769394350812
aceK.aln,0.05743594171466496
yahK.aln,0.01242686278225035
glnH_2.aln,0.0036134620822321456
