sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
GCA_055721705.1_ASM5572170v1_genomic.fna	chromosome			CM146776.1 Klebsiella pneumoniae strain KK22 chromosome, complete sequence, whole genome shotgun sequence	5279081	0.5751745426902902	cd2d0c90d63aca842a72beb3186da3be	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	209	2576						
GCA_055721705.1_ASM5572170v1_genomic.fna	chromosome			CM146776.1 Klebsiella pneumoniae strain KK22 chromosome, complete sequence, whole genome shotgun sequence	5279081	0.5751745426902902	cd2d0c90d63aca842a72beb3186da3be	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	3541	5092						
GCA_055721705.1_ASM5572170v1_genomic.fna	chromosome			CM146776.1 Klebsiella pneumoniae strain KK22 chromosome, complete sequence, whole genome shotgun sequence	5279081	0.5751745426902902	cd2d0c90d63aca842a72beb3186da3be	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	363360	365727						
GCA_055721705.1_ASM5572170v1_genomic.fna	chromosome			CM146776.1 Klebsiella pneumoniae strain KK22 chromosome, complete sequence, whole genome shotgun sequence	5279081	0.5751745426902902	cd2d0c90d63aca842a72beb3186da3be	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	366607	368158						
GCA_055721705.1_ASM5572170v1_genomic.fna	chromosome			CM146776.1 Klebsiella pneumoniae strain KK22 chromosome, complete sequence, whole genome shotgun sequence	5279081	0.5751745426902902	cd2d0c90d63aca842a72beb3186da3be	00634	CP024842	IS1400	IS3	1207	1	1205	400526	401729						
GCA_055721705.1_ASM5572170v1_genomic.fna	chromosome			CM146776.1 Klebsiella pneumoniae strain KK22 chromosome, complete sequence, whole genome shotgun sequence	5279081	0.5751745426902902	cd2d0c90d63aca842a72beb3186da3be	00634	CP024842	IS1400	IS3	1207	1	1197	407297	408492						
GCA_055721705.1_ASM5572170v1_genomic.fna	chromosome			CM146776.1 Klebsiella pneumoniae strain KK22 chromosome, complete sequence, whole genome shotgun sequence	5279081	0.5751745426902902	cd2d0c90d63aca842a72beb3186da3be	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	745030	747397						
GCA_055721705.1_ASM5572170v1_genomic.fna	chromosome			CM146776.1 Klebsiella pneumoniae strain KK22 chromosome, complete sequence, whole genome shotgun sequence	5279081	0.5751745426902902	cd2d0c90d63aca842a72beb3186da3be	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	748277	749828						
GCA_055721705.1_ASM5572170v1_genomic.fna	chromosome			CM146776.1 Klebsiella pneumoniae strain KK22 chromosome, complete sequence, whole genome shotgun sequence	5279081	0.5751745426902902	cd2d0c90d63aca842a72beb3186da3be	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	790076	792443						
GCA_055721705.1_ASM5572170v1_genomic.fna	chromosome			CM146776.1 Klebsiella pneumoniae strain KK22 chromosome, complete sequence, whole genome shotgun sequence	5279081	0.5751745426902902	cd2d0c90d63aca842a72beb3186da3be	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	793414	794965						
GCA_055721705.1_ASM5572170v1_genomic.fna	chromosome			CM146776.1 Klebsiella pneumoniae strain KK22 chromosome, complete sequence, whole genome shotgun sequence	5279081	0.5751745426902902	cd2d0c90d63aca842a72beb3186da3be	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	881991	884358						
GCA_055721705.1_ASM5572170v1_genomic.fna	chromosome			CM146776.1 Klebsiella pneumoniae strain KK22 chromosome, complete sequence, whole genome shotgun sequence	5279081	0.5751745426902902	cd2d0c90d63aca842a72beb3186da3be	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	885323	886873						
GCA_055721705.1_ASM5572170v1_genomic.fna	chromosome			CM146776.1 Klebsiella pneumoniae strain KK22 chromosome, complete sequence, whole genome shotgun sequence	5279081	0.5751745426902902	cd2d0c90d63aca842a72beb3186da3be	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	986690	989057						
GCA_055721705.1_ASM5572170v1_genomic.fna	chromosome			CM146776.1 Klebsiella pneumoniae strain KK22 chromosome, complete sequence, whole genome shotgun sequence	5279081	0.5751745426902902	cd2d0c90d63aca842a72beb3186da3be	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	989937	991488						
GCA_055721705.1_ASM5572170v1_genomic.fna	chromosome			CM146776.1 Klebsiella pneumoniae strain KK22 chromosome, complete sequence, whole genome shotgun sequence	5279081	0.5751745426902902	cd2d0c90d63aca842a72beb3186da3be	00610	AP006725	ISKpn1	IS3	1445	1	1445	1260563	1262007						
