qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
000107__CP014778_00094|IncFIB	JBYMLN010000002.1 Klebsiella pneumoniae isolate C2155 plasmid pC2155_1 C2155_plasmid_1, whole genome shotgun sequence	1011	358437	1	1011	101	1111	1011	94	90.702	100.0	100.0	plus	0.0	1347	replicon
CP024497_00001|IncFIB	JBYMLN010000002.1 Klebsiella pneumoniae isolate C2155 plasmid pC2155_1 C2155_plasmid_1, whole genome shotgun sequence	1089	358437	27	1089	239543	240605	1064	70	93.233	98.0	98.0	minus	0.0	1565	replicon
000210__KF623109_00045|IncU	JBYMLN010000003.1 Klebsiella pneumoniae isolate C2155 plasmid pC2155_2 C2155_plasmid_2, whole genome shotgun sequence	561	51389	9	561	14507	15059	553	0	100.0	99.0	99.0	minus	0.0	1022	replicon
MH263653_00001|IncFIA	JBYMLN010000003.1 Klebsiella pneumoniae isolate C2155 plasmid pC2155_2 C2155_plasmid_2, whole genome shotgun sequence	756	51389	1	756	24258	25013	756	0	100.0	100.0	100.0	minus	0.0	1397	replicon
JN232517|IncFII	JBYMLN010000003.1 Klebsiella pneumoniae isolate C2155 plasmid pC2155_2 C2155_plasmid_2, whole genome shotgun sequence	260	51389	1	260	25113	25372	260	0	100.0	100.0	100.0	plus	1.8999999999999998e-136	481	replicon
NC_016980_00239|MOBH	JBYMLN010000002.1 Klebsiella pneumoniae isolate C2155 plasmid pC2155_1 C2155_plasmid_1, whole genome shotgun sequence	982	358437	1	982	72669	75626	986	39	95.639	100.0	100.0	minus	0.0	1805	relaxase
NC_005814_00013|MPF_T	CM189234.1 Klebsiella pneumoniae isolate C2155 chromosome, complete sequence, whole genome shotgun sequence	227	5489365	1	227	3549555	3550235	227	7	96.916	100.0	100.0	plus	5.15e-130	402	mate-pair-formation
NC_010726_00014|MPF_T	CM189234.1 Klebsiella pneumoniae isolate C2155 chromosome, complete sequence, whole genome shotgun sequence	301	5489365	1	301	3550238	3551140	301	3	99.003	100.0	100.0	plus	0.0	617	mate-pair-formation
NC_016980_00240|MPF_F	JBYMLN010000002.1 Klebsiella pneumoniae isolate C2155 plasmid pC2155_1 C2155_plasmid_1, whole genome shotgun sequence	708	358437	1	708	70553	72676	708	5	99.294	100.0	100.0	minus	0.0	1474	mate-pair-formation
NC_018107_00101|MPF_F	JBYMLN010000002.1 Klebsiella pneumoniae isolate C2155 plasmid pC2155_1 C2155_plasmid_1, whole genome shotgun sequence	480	358437	1	480	80881	82320	480	18	96.25	100.0	100.0	plus	0.0	923	mate-pair-formation
NC_023911_00309|MPF_F	JBYMLN010000002.1 Klebsiella pneumoniae isolate C2155 plasmid pC2155_1 C2155_plasmid_1, whole genome shotgun sequence	286	358437	1	286	288710	289567	286	22	92.308	100.0	100.0	plus	3.84e-175	534	mate-pair-formation
NC_018107_00235|MPF_F	JBYMLN010000002.1 Klebsiella pneumoniae isolate C2155 plasmid pC2155_1 C2155_plasmid_1, whole genome shotgun sequence	389	358437	1	389	289572	290738	389	26	93.316	100.0	100.0	plus	0.0	709	mate-pair-formation
NC_016980_00099|MPF_T	JBYMLN010000002.1 Klebsiella pneumoniae isolate C2155 plasmid pC2155_1 C2155_plasmid_1, whole genome shotgun sequence	905	358437	1	905	294699	297413	905	0	100.0	100.0	100.0	plus	0.0	1846	mate-pair-formation
NC_016980_00109|MPF_F	JBYMLN010000002.1 Klebsiella pneumoniae isolate C2155 plasmid pC2155_1 C2155_plasmid_1, whole genome shotgun sequence	453	358437	1	453	308090	309448	453	0	100.0	100.0	100.0	plus	0.0	939	mate-pair-formation
NC_016980_00110|MPF_F	JBYMLN010000002.1 Klebsiella pneumoniae isolate C2155 plasmid pC2155_1 C2155_plasmid_1, whole genome shotgun sequence	345	358437	1	345	309448	310482	345	0	100.0	100.0	100.0	plus	0.0	718	mate-pair-formation
