sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
GCA_055721565.1_ASM5572156v1_genomic.fna	chromosome			CM146769.1 Klebsiella pneumoniae strain KK54 chromosome, complete sequence, whole genome shotgun sequence	5316439	0.5750418654290964	b2433dc88d3024f1edc4a1b1fa4dac36	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	207	2574						
GCA_055721565.1_ASM5572156v1_genomic.fna	chromosome			CM146769.1 Klebsiella pneumoniae strain KK54 chromosome, complete sequence, whole genome shotgun sequence	5316439	0.5750418654290964	b2433dc88d3024f1edc4a1b1fa4dac36	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	3454	5005						
GCA_055721565.1_ASM5572156v1_genomic.fna	chromosome			CM146769.1 Klebsiella pneumoniae strain KK54 chromosome, complete sequence, whole genome shotgun sequence	5316439	0.5750418654290964	b2433dc88d3024f1edc4a1b1fa4dac36	00634	CP024842	IS1400	IS3	1207	1	1197	43636	44831						
GCA_055721565.1_ASM5572156v1_genomic.fna	chromosome			CM146769.1 Klebsiella pneumoniae strain KK54 chromosome, complete sequence, whole genome shotgun sequence	5316439	0.5750418654290964	b2433dc88d3024f1edc4a1b1fa4dac36	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	372266	374633						
GCA_055721565.1_ASM5572156v1_genomic.fna	chromosome			CM146769.1 Klebsiella pneumoniae strain KK54 chromosome, complete sequence, whole genome shotgun sequence	5316439	0.5750418654290964	b2433dc88d3024f1edc4a1b1fa4dac36	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	375513	377064						
GCA_055721565.1_ASM5572156v1_genomic.fna	chromosome			CM146769.1 Klebsiella pneumoniae strain KK54 chromosome, complete sequence, whole genome shotgun sequence	5316439	0.5750418654290964	b2433dc88d3024f1edc4a1b1fa4dac36	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	417176	419540						
GCA_055721565.1_ASM5572156v1_genomic.fna	chromosome			CM146769.1 Klebsiella pneumoniae strain KK54 chromosome, complete sequence, whole genome shotgun sequence	5316439	0.5750418654290964	b2433dc88d3024f1edc4a1b1fa4dac36	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	420512	422063						
GCA_055721565.1_ASM5572156v1_genomic.fna	chromosome			CM146769.1 Klebsiella pneumoniae strain KK54 chromosome, complete sequence, whole genome shotgun sequence	5316439	0.5750418654290964	b2433dc88d3024f1edc4a1b1fa4dac36	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	509240	511607						
GCA_055721565.1_ASM5572156v1_genomic.fna	chromosome			CM146769.1 Klebsiella pneumoniae strain KK54 chromosome, complete sequence, whole genome shotgun sequence	5316439	0.5750418654290964	b2433dc88d3024f1edc4a1b1fa4dac36	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	512579	514130						
GCA_055721565.1_ASM5572156v1_genomic.fna	chromosome			CM146769.1 Klebsiella pneumoniae strain KK54 chromosome, complete sequence, whole genome shotgun sequence	5316439	0.5750418654290964	b2433dc88d3024f1edc4a1b1fa4dac36	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	608576	610943						
GCA_055721565.1_ASM5572156v1_genomic.fna	chromosome			CM146769.1 Klebsiella pneumoniae strain KK54 chromosome, complete sequence, whole genome shotgun sequence	5316439	0.5750418654290964	b2433dc88d3024f1edc4a1b1fa4dac36	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	611823	613374						
GCA_055721565.1_ASM5572156v1_genomic.fna	chromosome			CM146769.1 Klebsiella pneumoniae strain KK54 chromosome, complete sequence, whole genome shotgun sequence	5316439	0.5750418654290964	b2433dc88d3024f1edc4a1b1fa4dac36	00547	LT898484	ISEhe4	IS3	15214	5956	15214	643783	653041						
GCA_055721565.1_ASM5572156v1_genomic.fna	chromosome			CM146769.1 Klebsiella pneumoniae strain KK54 chromosome, complete sequence, whole genome shotgun sequence	5316439	0.5750418654290964	b2433dc88d3024f1edc4a1b1fa4dac36	00547	LT898484	ISEhe4	IS3	15214	1608	3327	653594	655311						
GCA_055721565.1_ASM5572156v1_genomic.fna	chromosome			CM146769.1 Klebsiella pneumoniae strain KK54 chromosome, complete sequence, whole genome shotgun sequence	5316439	0.5750418654290964	b2433dc88d3024f1edc4a1b1fa4dac36	00918	LT898486	ISKpn26	IS5	1197	1	1196	655312	656507						
GCA_055721565.1_ASM5572156v1_genomic.fna	chromosome			CM146769.1 Klebsiella pneumoniae strain KK54 chromosome, complete sequence, whole genome shotgun sequence	5316439	0.5750418654290964	b2433dc88d3024f1edc4a1b1fa4dac36	00547	LT898484	ISEhe4	IS3	15214	1	1613	656506	658119						
GCA_055721565.1_ASM5572156v1_genomic.fna	chromosome			CM146769.1 Klebsiella pneumoniae strain KK54 chromosome, complete sequence, whole genome shotgun sequence	5316439	0.5750418654290964	b2433dc88d3024f1edc4a1b1fa4dac36	00832	KY270853	ISKpn28	IS481	1105	1	1096	875797	876892						
