qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
JN626286|IncL/M	JBVQRW010000002.1 Klebsiella pneumoniae strain KK47 plasmid pKK47_1, whole genome shotgun sequence	661	64753	1	661	50462	51122	661	0	100.0	100.0	100.0	minus	0.0	1221	replicon
000107__CP014778_00094|IncFIB	JBVQRW010000003.1 Klebsiella pneumoniae strain KK47 plasmid pKK47_2, whole genome shotgun sequence	1011	161928	1	1011	84567	85577	1011	94	90.702	100.0	100.0	minus	0.0	1347	replicon
000124__KP125893_00142|IncFII	JBVQRW010000003.1 Klebsiella pneumoniae strain KK47 plasmid pKK47_2, whole genome shotgun sequence	207	161928	1	207	151040	151246	207	1	99.517	100.0	100.0	plus	1.89e-105	377	replicon
NC_004464_00056|MOBP	JBVQRW010000002.1 Klebsiella pneumoniae strain KK47 plasmid pKK47_1, whole genome shotgun sequence	659	64753	1	659	9816	11792	659	2	99.697	100.0	100.0	minus	0.0	1378	relaxase
CP035180_00077|MOBF	JBVQRW010000003.1 Klebsiella pneumoniae strain KK47 plasmid pKK47_2, whole genome shotgun sequence	687	161928	1	251	139851	140606	252	18	92.46	37.0	98.0	plus	1.6200000000000002e-173	378	relaxase
NC_021231_00058|MOBF	JBVQRW010000003.1 Klebsiella pneumoniae strain KK47 plasmid pKK47_2, whole genome shotgun sequence	1753	161928	143	1753	141040	145872	1611	58	96.4	92.0	100.0	plus	0.0	3024	relaxase
NC_004464_00066|MPF_I	JBVQRW010000002.1 Klebsiella pneumoniae strain KK47 plasmid pKK47_1, whole genome shotgun sequence	383	64753	1	383	626	1774	383	2	99.478	100.0	100.0	minus	0.0	645	mate-pair-formation
NC_019344_00078|MPF_I	JBVQRW010000002.1 Klebsiella pneumoniae strain KK47 plasmid pKK47_1, whole genome shotgun sequence	237	64753	1	237	1786	2496	237	2	99.156	100.0	100.0	minus	1.55e-132	409	mate-pair-formation
NC_019063_00094|MPF_I	JBVQRW010000002.1 Klebsiella pneumoniae strain KK47 plasmid pKK47_1, whole genome shotgun sequence	170	64753	1	170	3162	3671	170	1	99.412	100.0	100.0	minus	1.33e-111	346	mate-pair-formation
NC_005246_00057|MPF_I	JBVQRW010000002.1 Klebsiella pneumoniae strain KK47 plasmid pKK47_1, whole genome shotgun sequence	259	64753	15	259	8526	9260	245	1	99.592	95.0	95.0	minus	1.54e-165	505	mate-pair-formation
NC_004464_00105|MPF_I	JBVQRW010000002.1 Klebsiella pneumoniae strain KK47 plasmid pKK47_1, whole genome shotgun sequence	695	64753	1	695	46019	48103	695	4	99.424	100.0	100.0	plus	0.0	1407	mate-pair-formation
NC_004464_00073|MPF_I	JBVQRW010000002.1 Klebsiella pneumoniae strain KK47 plasmid pKK47_1, whole genome shotgun sequence	402	64753	1	402	54576	55781	402	0	100.0	100.0	100.0	minus	0.0	783	mate-pair-formation
NC_005246_00069|MPF_I	JBVQRW010000002.1 Klebsiella pneumoniae strain KK47 plasmid pKK47_1, whole genome shotgun sequence	129	64753	1	129	59368	59754	129	1	99.225	100.0	100.0	minus	3.6499999999999996e-68	219	mate-pair-formation
NC_019154_00069|MPF_I	JBVQRW010000002.1 Klebsiella pneumoniae strain KK47 plasmid pKK47_1, whole genome shotgun sequence	176	64753	1	176	59774	60301	176	0	100.0	100.0	100.0	minus	6.670000000000001e-103	321	mate-pair-formation
