sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
GCA_054952405.1_ASM5495240v1_genomic.fna	chromosome			CM143108.1 Klebsiella pneumoniae strain SDS/K-9 chromosome, complete sequence, whole genome shotgun sequence	5406169	0.5742619218896042	be4d70b723d84d451056783abbf78cbd	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	329	1880						
GCA_054952405.1_ASM5495240v1_genomic.fna	chromosome			CM143108.1 Klebsiella pneumoniae strain SDS/K-9 chromosome, complete sequence, whole genome shotgun sequence	5406169	0.5742619218896042	be4d70b723d84d451056783abbf78cbd	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	2846	5213						
GCA_054952405.1_ASM5495240v1_genomic.fna	chromosome			CM143108.1 Klebsiella pneumoniae strain SDS/K-9 chromosome, complete sequence, whole genome shotgun sequence	5406169	0.5742619218896042	be4d70b723d84d451056783abbf78cbd	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	92114	93665						
GCA_054952405.1_ASM5495240v1_genomic.fna	chromosome			CM143108.1 Klebsiella pneumoniae strain SDS/K-9 chromosome, complete sequence, whole genome shotgun sequence	5406169	0.5742619218896042	be4d70b723d84d451056783abbf78cbd	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	94708	97075						
GCA_054952405.1_ASM5495240v1_genomic.fna	chromosome			CM143108.1 Klebsiella pneumoniae strain SDS/K-9 chromosome, complete sequence, whole genome shotgun sequence	5406169	0.5742619218896042	be4d70b723d84d451056783abbf78cbd	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	137423	138974						
GCA_054952405.1_ASM5495240v1_genomic.fna	chromosome			CM143108.1 Klebsiella pneumoniae strain SDS/K-9 chromosome, complete sequence, whole genome shotgun sequence	5406169	0.5742619218896042	be4d70b723d84d451056783abbf78cbd	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	139854	142221						
GCA_054952405.1_ASM5495240v1_genomic.fna	chromosome			CM143108.1 Klebsiella pneumoniae strain SDS/K-9 chromosome, complete sequence, whole genome shotgun sequence	5406169	0.5742619218896042	be4d70b723d84d451056783abbf78cbd	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	560071	561622						
GCA_054952405.1_ASM5495240v1_genomic.fna	chromosome			CM143108.1 Klebsiella pneumoniae strain SDS/K-9 chromosome, complete sequence, whole genome shotgun sequence	5406169	0.5742619218896042	be4d70b723d84d451056783abbf78cbd	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	562502	564869						
GCA_054952405.1_ASM5495240v1_genomic.fna	chromosome			CM143108.1 Klebsiella pneumoniae strain SDS/K-9 chromosome, complete sequence, whole genome shotgun sequence	5406169	0.5742619218896042	be4d70b723d84d451056783abbf78cbd	00610	AP006725	ISKpn1	IS3	1445	1	1445	854279	855723						
GCA_054952405.1_ASM5495240v1_genomic.fna	chromosome			CM143108.1 Klebsiella pneumoniae strain SDS/K-9 chromosome, complete sequence, whole genome shotgun sequence	5406169	0.5742619218896042	be4d70b723d84d451056783abbf78cbd	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	915323	916874						
GCA_054952405.1_ASM5495240v1_genomic.fna	chromosome			CM143108.1 Klebsiella pneumoniae strain SDS/K-9 chromosome, complete sequence, whole genome shotgun sequence	5406169	0.5742619218896042	be4d70b723d84d451056783abbf78cbd	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	917833	920200						
GCA_054952405.1_ASM5495240v1_genomic.fna	chromosome			CM143108.1 Klebsiella pneumoniae strain SDS/K-9 chromosome, complete sequence, whole genome shotgun sequence	5406169	0.5742619218896042	be4d70b723d84d451056783abbf78cbd	00634	CP024842	IS1400	IS3	1207	1	1197	976032	977228						
GCA_054952405.1_ASM5495240v1_genomic.fna	chromosome			CM143108.1 Klebsiella pneumoniae strain SDS/K-9 chromosome, complete sequence, whole genome shotgun sequence	5406169	0.5742619218896042	be4d70b723d84d451056783abbf78cbd	00610	AP006725	ISKpn1	IS3	1445	1	1445	1011902	1013346						
GCA_054952405.1_ASM5495240v1_genomic.fna	chromosome			CM143108.1 Klebsiella pneumoniae strain SDS/K-9 chromosome, complete sequence, whole genome shotgun sequence	5406169	0.5742619218896042	be4d70b723d84d451056783abbf78cbd	00610	AP006725	ISKpn1	IS3	1445	1	1445	1340367	1341811						
GCA_054952405.1_ASM5495240v1_genomic.fna	chromosome			CM143108.1 Klebsiella pneumoniae strain SDS/K-9 chromosome, complete sequence, whole genome shotgun sequence	5406169	0.5742619218896042	be4d70b723d84d451056783abbf78cbd	00634	CP024842	IS1400	IS3	1207	1	1197	2244906	2246102						
GCA_054952405.1_ASM5495240v1_genomic.fna	chromosome			CM143108.1 Klebsiella pneumoniae strain SDS/K-9 chromosome, complete sequence, whole genome shotgun sequence	5406169	0.5742619218896042	be4d70b723d84d451056783abbf78cbd	00634	CP024842	IS1400	IS3	1207	149	1207	2911132	2912190						
GCA_054952405.1_ASM5495240v1_genomic.fna	chromosome			CM143108.1 Klebsiella pneumoniae strain SDS/K-9 chromosome, complete sequence, whole genome shotgun sequence	5406169	0.5742619218896042	be4d70b723d84d451056783abbf78cbd	00633	KY454634	IS1351	IS3	137626	34220	35630	3372635	3374045						
GCA_054952405.1_ASM5495240v1_genomic.fna	chromosome			CM143108.1 Klebsiella pneumoniae strain SDS/K-9 chromosome, complete sequence, whole genome shotgun sequence	5406169	0.5742619218896042	be4d70b723d84d451056783abbf78cbd	00633	KY454634	IS1351	IS3	137626	1	42181	3375923	3418099						
GCA_054952405.1_ASM5495240v1_genomic.fna	chromosome			CM143108.1 Klebsiella pneumoniae strain SDS/K-9 chromosome, complete sequence, whole genome shotgun sequence	5406169	0.5742619218896042	be4d70b723d84d451056783abbf78cbd	00633	KY454634	IS1351	IS3	137626	42175	83701	3418218	3459744						
