sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
GCA_053309175.1_ASM5330917v1_genomic.fna	chromosome			CM129998.1 Klebsiella pneumoniae strain KP3 chromosome, complete sequence, whole genome shotgun sequence	5346852	0.5741685013910989	b8c2417b6894ea589bd1f7b5d2ca0e7e	00163	KJ125070	ISEcp1	IS1380	2656	1	2656	101960	104618						
GCA_053309175.1_ASM5330917v1_genomic.fna	chromosome			CM129998.1 Klebsiella pneumoniae strain KP3 chromosome, complete sequence, whole genome shotgun sequence	5346852	0.5741685013910989	b8c2417b6894ea589bd1f7b5d2ca0e7e	00610	AP006725	ISKpn1	IS3	1445	1	1445	1240124	1241568						
GCA_053309175.1_ASM5330917v1_genomic.fna	chromosome			CM129998.1 Klebsiella pneumoniae strain KP3 chromosome, complete sequence, whole genome shotgun sequence	5346852	0.5741685013910989	b8c2417b6894ea589bd1f7b5d2ca0e7e	00610	AP006725	ISKpn1	IS3	1445	1	1445	1743976	1745420						
GCA_053309175.1_ASM5330917v1_genomic.fna	chromosome			CM129998.1 Klebsiella pneumoniae strain KP3 chromosome, complete sequence, whole genome shotgun sequence	5346852	0.5741685013910989	b8c2417b6894ea589bd1f7b5d2ca0e7e	00610	AP006725	ISKpn1	IS3	1445	1	1445	1917270	1918714						
GCA_053309175.1_ASM5330917v1_genomic.fna	chromosome			CM129998.1 Klebsiella pneumoniae strain KP3 chromosome, complete sequence, whole genome shotgun sequence	5346852	0.5741685013910989	b8c2417b6894ea589bd1f7b5d2ca0e7e	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	2431673	2434040						
GCA_053309175.1_ASM5330917v1_genomic.fna	chromosome			CM129998.1 Klebsiella pneumoniae strain KP3 chromosome, complete sequence, whole genome shotgun sequence	5346852	0.5741685013910989	b8c2417b6894ea589bd1f7b5d2ca0e7e	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	2435075	2436626						
GCA_053309175.1_ASM5330917v1_genomic.fna	chromosome			CM129998.1 Klebsiella pneumoniae strain KP3 chromosome, complete sequence, whole genome shotgun sequence	5346852	0.5741685013910989	b8c2417b6894ea589bd1f7b5d2ca0e7e	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	2814855	2817222						
GCA_053309175.1_ASM5330917v1_genomic.fna	chromosome			CM129998.1 Klebsiella pneumoniae strain KP3 chromosome, complete sequence, whole genome shotgun sequence	5346852	0.5741685013910989	b8c2417b6894ea589bd1f7b5d2ca0e7e	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	2818102	2819653						
GCA_053309175.1_ASM5330917v1_genomic.fna	chromosome			CM129998.1 Klebsiella pneumoniae strain KP3 chromosome, complete sequence, whole genome shotgun sequence	5346852	0.5741685013910989	b8c2417b6894ea589bd1f7b5d2ca0e7e	00610	AP006725	ISKpn1	IS3	1445	1	1445	2839746	2841190						
GCA_053309175.1_ASM5330917v1_genomic.fna	chromosome			CM129998.1 Klebsiella pneumoniae strain KP3 chromosome, complete sequence, whole genome shotgun sequence	5346852	0.5741685013910989	b8c2417b6894ea589bd1f7b5d2ca0e7e	00634	CP024842	IS1400	IS3	1207	1	1197	2859948	2861143						
