sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
GCA_055721685.1_ASM5572168v1_genomic.fna	chromosome			CM146775.1 Klebsiella pneumoniae strain KK33 chromosome, complete sequence, whole genome shotgun sequence	5480530	0.57095554627016	d8d4489b9e305de2bcb76969b17f6979	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	738480	740847						
GCA_055721685.1_ASM5572168v1_genomic.fna	chromosome			CM146775.1 Klebsiella pneumoniae strain KK33 chromosome, complete sequence, whole genome shotgun sequence	5480530	0.57095554627016	d8d4489b9e305de2bcb76969b17f6979	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	741723	743274						
GCA_055721685.1_ASM5572168v1_genomic.fna	chromosome			CM146775.1 Klebsiella pneumoniae strain KK33 chromosome, complete sequence, whole genome shotgun sequence	5480530	0.57095554627016	d8d4489b9e305de2bcb76969b17f6979	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	1515323	1517690						
GCA_055721685.1_ASM5572168v1_genomic.fna	chromosome			CM146775.1 Klebsiella pneumoniae strain KK33 chromosome, complete sequence, whole genome shotgun sequence	5480530	0.57095554627016	d8d4489b9e305de2bcb76969b17f6979	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	1518425	1519976						
GCA_055721685.1_ASM5572168v1_genomic.fna	chromosome			CM146775.1 Klebsiella pneumoniae strain KK33 chromosome, complete sequence, whole genome shotgun sequence	5480530	0.57095554627016	d8d4489b9e305de2bcb76969b17f6979	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	2020173	2021724						
GCA_055721685.1_ASM5572168v1_genomic.fna	chromosome			CM146775.1 Klebsiella pneumoniae strain KK33 chromosome, complete sequence, whole genome shotgun sequence	5480530	0.57095554627016	d8d4489b9e305de2bcb76969b17f6979	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	2022600	2024967						
GCA_055721685.1_ASM5572168v1_genomic.fna	chromosome			CM146775.1 Klebsiella pneumoniae strain KK33 chromosome, complete sequence, whole genome shotgun sequence	5480530	0.57095554627016	d8d4489b9e305de2bcb76969b17f6979	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	2124883	2126434						
GCA_055721685.1_ASM5572168v1_genomic.fna	chromosome			CM146775.1 Klebsiella pneumoniae strain KK33 chromosome, complete sequence, whole genome shotgun sequence	5480530	0.57095554627016	d8d4489b9e305de2bcb76969b17f6979	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	2127398	2129765						
GCA_055721685.1_ASM5572168v1_genomic.fna	chromosome			CM146775.1 Klebsiella pneumoniae strain KK33 chromosome, complete sequence, whole genome shotgun sequence	5480530	0.57095554627016	d8d4489b9e305de2bcb76969b17f6979	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	2216765	2218316						
GCA_055721685.1_ASM5572168v1_genomic.fna	chromosome			CM146775.1 Klebsiella pneumoniae strain KK33 chromosome, complete sequence, whole genome shotgun sequence	5480530	0.57095554627016	d8d4489b9e305de2bcb76969b17f6979	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	2219280	2221647						
