sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
GCA_055721605.1_ASM5572160v1_genomic.fna	chromosome			CM146771.1 Klebsiella pneumoniae strain KK50 chromosome, complete sequence, whole genome shotgun sequence	5319475	0.5741628638164481	27902633250d62587825b6750fd9c0e8	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	319	1870						
GCA_055721605.1_ASM5572160v1_genomic.fna	chromosome			CM146771.1 Klebsiella pneumoniae strain KK50 chromosome, complete sequence, whole genome shotgun sequence	5319475	0.5741628638164481	27902633250d62587825b6750fd9c0e8	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	2750	5117						
GCA_055721605.1_ASM5572160v1_genomic.fna	chromosome			CM146771.1 Klebsiella pneumoniae strain KK50 chromosome, complete sequence, whole genome shotgun sequence	5319475	0.5741628638164481	27902633250d62587825b6750fd9c0e8	00918	LT898486	ISKpn26	IS5	1197	1	1196	819448	820643						
GCA_055721605.1_ASM5572160v1_genomic.fna	chromosome			CM146771.1 Klebsiella pneumoniae strain KK50 chromosome, complete sequence, whole genome shotgun sequence	5319475	0.5741628638164481	27902633250d62587825b6750fd9c0e8	00918	LT898486	ISKpn26	IS5	1197	1	1196	821735	822930						
GCA_055721605.1_ASM5572160v1_genomic.fna	chromosome			CM146771.1 Klebsiella pneumoniae strain KK50 chromosome, complete sequence, whole genome shotgun sequence	5319475	0.5741628638164481	27902633250d62587825b6750fd9c0e8	00918	LT898486	ISKpn26	IS5	1197	1	1196	1485168	1486363						
GCA_055721605.1_ASM5572160v1_genomic.fna	chromosome			CM146771.1 Klebsiella pneumoniae strain KK50 chromosome, complete sequence, whole genome shotgun sequence	5319475	0.5741628638164481	27902633250d62587825b6750fd9c0e8	00918	LT898486	ISKpn26	IS5	1197	1	1196	1540803	1541998						
GCA_055721605.1_ASM5572160v1_genomic.fna	chromosome			CM146771.1 Klebsiella pneumoniae strain KK50 chromosome, complete sequence, whole genome shotgun sequence	5319475	0.5741628638164481	27902633250d62587825b6750fd9c0e8	00918	LT898486	ISKpn26	IS5	1197	1	1197	1774656	1775852						
GCA_055721605.1_ASM5572160v1_genomic.fna	chromosome			CM146771.1 Klebsiella pneumoniae strain KK50 chromosome, complete sequence, whole genome shotgun sequence	5319475	0.5741628638164481	27902633250d62587825b6750fd9c0e8	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	3066362	3068729						
GCA_055721605.1_ASM5572160v1_genomic.fna	chromosome			CM146771.1 Klebsiella pneumoniae strain KK50 chromosome, complete sequence, whole genome shotgun sequence	5319475	0.5741628638164481	27902633250d62587825b6750fd9c0e8	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	3069772	3071323						
GCA_055721605.1_ASM5572160v1_genomic.fna	chromosome			CM146771.1 Klebsiella pneumoniae strain KK50 chromosome, complete sequence, whole genome shotgun sequence	5319475	0.5741628638164481	27902633250d62587825b6750fd9c0e8	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	3421706	3424073						
