locus_tag	ftype	length_bp	gene	EC_number	COG	product
BOEGCKIF_00001	CDS	1488				hypothetical protein
BOEGCKIF_00002	CDS	216				hypothetical protein
BOEGCKIF_00003	CDS	330				hypothetical protein
BOEGCKIF_00004	CDS	246				hypothetical protein
BOEGCKIF_00005	CDS	735				hypothetical protein
BOEGCKIF_00006	CDS	2184				hypothetical protein
BOEGCKIF_00007	CDS	2478				hypothetical protein
BOEGCKIF_00008	CDS	396				hypothetical protein
BOEGCKIF_00009	CDS	471				hypothetical protein
BOEGCKIF_00010	CDS	477				hypothetical protein
BOEGCKIF_00011	CDS	3264				hypothetical protein
BOEGCKIF_00012	CDS	690				hypothetical protein
BOEGCKIF_00013	CDS	474				hypothetical protein
BOEGCKIF_00014	CDS	552				hypothetical protein
BOEGCKIF_00015	CDS	714				hypothetical protein
BOEGCKIF_00016	CDS	765				hypothetical protein
BOEGCKIF_00017	CDS	384				hypothetical protein
BOEGCKIF_00018	CDS	369				hypothetical protein
BOEGCKIF_00019	CDS	363				hypothetical protein
BOEGCKIF_00020	CDS	174				hypothetical protein
BOEGCKIF_00021	CDS	381				hypothetical protein
BOEGCKIF_00022	CDS	240				hypothetical protein
BOEGCKIF_00023	CDS	1056				hypothetical protein
BOEGCKIF_00024	CDS	462				hypothetical protein
BOEGCKIF_00025	CDS	1356				hypothetical protein
BOEGCKIF_00026	CDS	201				hypothetical protein
BOEGCKIF_00027	CDS	897				hypothetical protein
BOEGCKIF_00028	CDS	1464				hypothetical protein
BOEGCKIF_00029	CDS	1473				hypothetical protein
BOEGCKIF_00030	CDS	603				hypothetical protein
BOEGCKIF_00031	CDS	117				hypothetical protein
BOEGCKIF_00032	CDS	378				hypothetical protein
BOEGCKIF_00033	CDS	504	rrrD	3.2.1.17	COG3772	Lysozyme RrrD
BOEGCKIF_00034	CDS	315				hypothetical protein
BOEGCKIF_00035	CDS	690				hypothetical protein
BOEGCKIF_00036	CDS	141				hypothetical protein
BOEGCKIF_00037	CDS	642				hypothetical protein
BOEGCKIF_00038	CDS	639				hypothetical protein
BOEGCKIF_00039	CDS	177				hypothetical protein
BOEGCKIF_00040	CDS	597				hypothetical protein
BOEGCKIF_00041	CDS	258				hypothetical protein
BOEGCKIF_00042	CDS	687				hypothetical protein
BOEGCKIF_00043	CDS	909				hypothetical protein
BOEGCKIF_00044	CDS	390				hypothetical protein
BOEGCKIF_00045	CDS	303				hypothetical protein
BOEGCKIF_00046	CDS	777				hypothetical protein
BOEGCKIF_00047	CDS	729				hypothetical protein
BOEGCKIF_00048	CDS	222				hypothetical protein
BOEGCKIF_00049	CDS	228				hypothetical protein
BOEGCKIF_00050	CDS	417	lexA_1	3.4.21.88		LexA repressor
BOEGCKIF_00051	CDS	321				hypothetical protein
BOEGCKIF_00052	CDS	699				hypothetical protein
BOEGCKIF_00053	CDS	111				hypothetical protein
BOEGCKIF_00054	CDS	159				hypothetical protein
BOEGCKIF_00055	CDS	972				hypothetical protein
BOEGCKIF_00056	CDS	285				hypothetical protein
BOEGCKIF_00057	CDS	747				hypothetical protein
BOEGCKIF_00058	CDS	624				hypothetical protein
BOEGCKIF_00059	CDS	528				hypothetical protein
BOEGCKIF_00060	CDS	273				hypothetical protein
BOEGCKIF_00061	CDS	765				hypothetical protein
BOEGCKIF_00062	CDS	219				hypothetical protein
BOEGCKIF_00063	CDS	246				hypothetical protein
BOEGCKIF_00064	CDS	1260	intQ		COG0582	Putative defective protein IntQ
BOEGCKIF_00065	CDS	774				hypothetical protein
BOEGCKIF_00066	CDS	396	yecN		COG3788	Inner membrane protein YecN
BOEGCKIF_00067	CDS	744	cmoA	2.1.3.-	COG2226	Carboxy-S-adenosyl-L-methionine synthase
BOEGCKIF_00068	CDS	1005	cmoB	2.5.1.-	COG0500	tRNA U34 carboxymethyltransferase
BOEGCKIF_00069	CDS	744	cutC			PF03932 family protein CutC
BOEGCKIF_00070	CDS	570	yecM		COG3102	Protein YecM
BOEGCKIF_00071	CDS	1734	argS	6.1.1.19		Arginine--tRNA ligase
BOEGCKIF_00072	CDS	1140	yesR	3.2.1.172	COG4225	Unsaturated rhamnogalacturonyl hydrolase YesR
BOEGCKIF_00073	CDS	1584	yagG_1		COG2211	Putative glycoside/cation symporter YagG
BOEGCKIF_00074	CDS	429	uspC		COG0589	Universal stress protein C
BOEGCKIF_00075	CDS	1425	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
BOEGCKIF_00076	CDS	789	otsB	3.1.3.12		Trehalose-phosphate phosphatase
BOEGCKIF_00077	CDS	981	araH		COG1172	L-arabinose transport system permease protein AraH
BOEGCKIF_00078	CDS	1515	araG_1	7.5.2.12	COG1129	Arabinose import ATP-binding protein AraG
BOEGCKIF_00079	CDS	981	araF		COG1879	L-arabinose-binding periplasmic protein
BOEGCKIF_00080	CDS	510	ftnA_1	1.16.3.2	COG1528	Bacterial non-heme ferritin
BOEGCKIF_00081	CDS	1563	yagG_2		COG2211	Putative glycoside/cation symporter YagG
BOEGCKIF_00082	CDS	252				hypothetical protein
BOEGCKIF_00083	CDS	1422	hsrA_1		COG0477	putative transport protein HsrA
BOEGCKIF_00084	CDS	639				hypothetical protein
BOEGCKIF_00085	CDS	498	ftnA_2	1.16.3.2	COG1528	Bacterial non-heme ferritin
BOEGCKIF_00086	CDS	240				hypothetical protein
BOEGCKIF_00087	CDS	1143	tyrP		COG0814	Tyrosine-specific transport system
BOEGCKIF_00088	CDS	669				hypothetical protein
BOEGCKIF_00089	CDS	882	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
BOEGCKIF_00090	tRNA	87				tRNA-Leu(taa)
BOEGCKIF_00091	tRNA	74				tRNA-Cys(gca)
BOEGCKIF_00092	tRNA	76				tRNA-Gly(gcc)
BOEGCKIF_00093	CDS	549	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
BOEGCKIF_00094	CDS	1833	uvrC		COG0322	UvrABC system protein C
BOEGCKIF_00095	CDS	657	uvrY		COG2197	Response regulator UvrY
BOEGCKIF_00096	CDS	225				hypothetical protein
BOEGCKIF_00097	CDS	723	sdiA		COG2197	Regulatory protein SdiA
BOEGCKIF_00098	CDS	753	tcyN	7.4.2.12	COG1126	L-cystine transport system ATP-binding protein TcyN
BOEGCKIF_00099	CDS	669	tcyL_1		COG0765	L-cystine transport system permease protein TcyL
BOEGCKIF_00100	CDS	987	dcyD	4.4.1.15	COG2515	D-cysteine desulfhydrase
BOEGCKIF_00101	CDS	768	tcyJ_1		COG0834	L-cystine-binding protein TcyJ
BOEGCKIF_00102	CDS	1488	amyA	3.2.1.1	COG0366	Cytoplasmic alpha-amylase
