sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
GCA_054952645.1_ASM5495264v1_genomic.fna	chromosome			CM143112.1 Klebsiella pneumoniae subsp. pneumoniae strain SDS/K-5 chromosome, complete sequence, whole genome shotgun sequence	5274932	0.5744074046831315	425cec39c2b4425306b0b7358f1bc8a3	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	306	2673						
GCA_054952645.1_ASM5495264v1_genomic.fna	chromosome			CM143112.1 Klebsiella pneumoniae subsp. pneumoniae strain SDS/K-5 chromosome, complete sequence, whole genome shotgun sequence	5274932	0.5744074046831315	425cec39c2b4425306b0b7358f1bc8a3	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	3553	5104						
GCA_054952645.1_ASM5495264v1_genomic.fna	chromosome			CM143112.1 Klebsiella pneumoniae subsp. pneumoniae strain SDS/K-5 chromosome, complete sequence, whole genome shotgun sequence	5274932	0.5744074046831315	425cec39c2b4425306b0b7358f1bc8a3	00952	MG930932	IS102	IS5	1055	1	1055	438083	439136						
GCA_054952645.1_ASM5495264v1_genomic.fna	chromosome			CM143112.1 Klebsiella pneumoniae subsp. pneumoniae strain SDS/K-5 chromosome, complete sequence, whole genome shotgun sequence	5274932	0.5744074046831315	425cec39c2b4425306b0b7358f1bc8a3	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	784173	786540						
GCA_054952645.1_ASM5495264v1_genomic.fna	chromosome			CM143112.1 Klebsiella pneumoniae subsp. pneumoniae strain SDS/K-5 chromosome, complete sequence, whole genome shotgun sequence	5274932	0.5744074046831315	425cec39c2b4425306b0b7358f1bc8a3	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	787275	788826						
GCA_054952645.1_ASM5495264v1_genomic.fna	chromosome			CM143112.1 Klebsiella pneumoniae subsp. pneumoniae strain SDS/K-5 chromosome, complete sequence, whole genome shotgun sequence	5274932	0.5744074046831315	425cec39c2b4425306b0b7358f1bc8a3	00952	MG930932	IS102	IS5	1055	1	1055	997231	998284						
GCA_054952645.1_ASM5495264v1_genomic.fna	chromosome			CM143112.1 Klebsiella pneumoniae subsp. pneumoniae strain SDS/K-5 chromosome, complete sequence, whole genome shotgun sequence	5274932	0.5744074046831315	425cec39c2b4425306b0b7358f1bc8a3	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	1274693	1276244						
GCA_054952645.1_ASM5495264v1_genomic.fna	chromosome			CM143112.1 Klebsiella pneumoniae subsp. pneumoniae strain SDS/K-5 chromosome, complete sequence, whole genome shotgun sequence	5274932	0.5744074046831315	425cec39c2b4425306b0b7358f1bc8a3	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	1277124	1279491						
GCA_054952645.1_ASM5495264v1_genomic.fna	chromosome			CM143112.1 Klebsiella pneumoniae subsp. pneumoniae strain SDS/K-5 chromosome, complete sequence, whole genome shotgun sequence	5274932	0.5744074046831315	425cec39c2b4425306b0b7358f1bc8a3	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	1383683	1385234						
GCA_054952645.1_ASM5495264v1_genomic.fna	chromosome			CM143112.1 Klebsiella pneumoniae subsp. pneumoniae strain SDS/K-5 chromosome, complete sequence, whole genome shotgun sequence	5274932	0.5744074046831315	425cec39c2b4425306b0b7358f1bc8a3	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	1386200	1388567						
GCA_054952645.1_ASM5495264v1_genomic.fna	chromosome			CM143112.1 Klebsiella pneumoniae subsp. pneumoniae strain SDS/K-5 chromosome, complete sequence, whole genome shotgun sequence	5274932	0.5744074046831315	425cec39c2b4425306b0b7358f1bc8a3	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	1475570	1477121						
GCA_054952645.1_ASM5495264v1_genomic.fna	chromosome			CM143112.1 Klebsiella pneumoniae subsp. pneumoniae strain SDS/K-5 chromosome, complete sequence, whole genome shotgun sequence	5274932	0.5744074046831315	425cec39c2b4425306b0b7358f1bc8a3	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	1478095	1480462						
GCA_054952645.1_ASM5495264v1_genomic.fna	chromosome			CM143112.1 Klebsiella pneumoniae subsp. pneumoniae strain SDS/K-5 chromosome, complete sequence, whole genome shotgun sequence	5274932	0.5744074046831315	425cec39c2b4425306b0b7358f1bc8a3	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	1520638	1522189						
GCA_054952645.1_ASM5495264v1_genomic.fna	chromosome			CM143112.1 Klebsiella pneumoniae subsp. pneumoniae strain SDS/K-5 chromosome, complete sequence, whole genome shotgun sequence	5274932	0.5744074046831315	425cec39c2b4425306b0b7358f1bc8a3	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	1523069	1525436						
GCA_054952645.1_ASM5495264v1_genomic.fna	chromosome			CM143112.1 Klebsiella pneumoniae subsp. pneumoniae strain SDS/K-5 chromosome, complete sequence, whole genome shotgun sequence	5274932	0.5744074046831315	425cec39c2b4425306b0b7358f1bc8a3	00952	MG930932	IS102	IS5	1055	1	1055	1678022	1679075						
GCA_054952645.1_ASM5495264v1_genomic.fna	chromosome			CM143112.1 Klebsiella pneumoniae subsp. pneumoniae strain SDS/K-5 chromosome, complete sequence, whole genome shotgun sequence	5274932	0.5744074046831315	425cec39c2b4425306b0b7358f1bc8a3	00952	MG930932	IS102	IS5	1055	1	1055	1681521	1682574						
GCA_054952645.1_ASM5495264v1_genomic.fna	chromosome			CM143112.1 Klebsiella pneumoniae subsp. pneumoniae strain SDS/K-5 chromosome, complete sequence, whole genome shotgun sequence	5274932	0.5744074046831315	425cec39c2b4425306b0b7358f1bc8a3	00952	MG930932	IS102	IS5	1055	1	1055	1752984	1754037						
GCA_054952645.1_ASM5495264v1_genomic.fna	chromosome			CM143112.1 Klebsiella pneumoniae subsp. pneumoniae strain SDS/K-5 chromosome, complete sequence, whole genome shotgun sequence	5274932	0.5744074046831315	425cec39c2b4425306b0b7358f1bc8a3	00634	CP024842	IS1400	IS3	1207	1	1197	1868498	1869693						
GCA_054952645.1_ASM5495264v1_genomic.fna	chromosome			CM143112.1 Klebsiella pneumoniae subsp. pneumoniae strain SDS/K-5 chromosome, complete sequence, whole genome shotgun sequence	5274932	0.5744074046831315	425cec39c2b4425306b0b7358f1bc8a3	01399	CP016586.1	16s-rRNA	16S	1554	1	1553	1908298	1909848						
GCA_054952645.1_ASM5495264v1_genomic.fna	chromosome			CM143112.1 Klebsiella pneumoniae subsp. pneumoniae strain SDS/K-5 chromosome, complete sequence, whole genome shotgun sequence	5274932	0.5744074046831315	425cec39c2b4425306b0b7358f1bc8a3	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	1910725	1913092						
GCA_054952645.1_ASM5495264v1_genomic.fna	chromosome			CM143112.1 Klebsiella pneumoniae subsp. pneumoniae strain SDS/K-5 chromosome, complete sequence, whole genome shotgun sequence	5274932	0.5744074046831315	425cec39c2b4425306b0b7358f1bc8a3	00952	MG930932	IS102	IS5	1055	1	1055	1971907	1972960						
GCA_054952645.1_ASM5495264v1_genomic.fna	chromosome			CM143112.1 Klebsiella pneumoniae subsp. pneumoniae strain SDS/K-5 chromosome, complete sequence, whole genome shotgun sequence	5274932	0.5744074046831315	425cec39c2b4425306b0b7358f1bc8a3	00952	MG930932	IS102	IS5	1055	1	1055	2122871	2123924						
GCA_054952645.1_ASM5495264v1_genomic.fna	chromosome			CM143112.1 Klebsiella pneumoniae subsp. pneumoniae strain SDS/K-5 chromosome, complete sequence, whole genome shotgun sequence	5274932	0.5744074046831315	425cec39c2b4425306b0b7358f1bc8a3	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	2282929	2284480						
GCA_054952645.1_ASM5495264v1_genomic.fna	chromosome			CM143112.1 Klebsiella pneumoniae subsp. pneumoniae strain SDS/K-5 chromosome, complete sequence, whole genome shotgun sequence	5274932	0.5744074046831315	425cec39c2b4425306b0b7358f1bc8a3	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	2285446	2287813						
GCA_054952645.1_ASM5495264v1_genomic.fna	chromosome			CM143112.1 Klebsiella pneumoniae subsp. pneumoniae strain SDS/K-5 chromosome, complete sequence, whole genome shotgun sequence	5274932	0.5744074046831315	425cec39c2b4425306b0b7358f1bc8a3	00610	AP006725	ISKpn1	IS3	1445	1	1445	2899903	2901347						
GCA_054952645.1_ASM5495264v1_genomic.fna	chromosome			CM143112.1 Klebsiella pneumoniae subsp. pneumoniae strain SDS/K-5 chromosome, complete sequence, whole genome shotgun sequence	5274932	0.5744074046831315	425cec39c2b4425306b0b7358f1bc8a3	00952	MG930932	IS102	IS5	1055	1	1055	3953095	3954148						
GCA_054952645.1_ASM5495264v1_genomic.fna	chromosome			CM143112.1 Klebsiella pneumoniae subsp. pneumoniae strain SDS/K-5 chromosome, complete sequence, whole genome shotgun sequence	5274932	0.5744074046831315	425cec39c2b4425306b0b7358f1bc8a3	00952	MG930932	IS102	IS5	1055	1	1055	4296534	4297587						
GCA_054952645.1_ASM5495264v1_genomic.fna	chromosome			CM143112.1 Klebsiella pneumoniae subsp. pneumoniae strain SDS/K-5 chromosome, complete sequence, whole genome shotgun sequence	5274932	0.5744074046831315	425cec39c2b4425306b0b7358f1bc8a3	00952	MG930932	IS102	IS5	1055	1	1055	4324291	4325344						
GCA_054952645.1_ASM5495264v1_genomic.fna	chromosome			CM143112.1 Klebsiella pneumoniae subsp. pneumoniae strain SDS/K-5 chromosome, complete sequence, whole genome shotgun sequence	5274932	0.5744074046831315	425cec39c2b4425306b0b7358f1bc8a3	00952	MG930932	IS102	IS5	1055	1	1055	4521442	4522495						
GCA_054952645.1_ASM5495264v1_genomic.fna	chromosome			CM143112.1 Klebsiella pneumoniae subsp. pneumoniae strain SDS/K-5 chromosome, complete sequence, whole genome shotgun sequence	5274932	0.5744074046831315	425cec39c2b4425306b0b7358f1bc8a3	00952	MG930932	IS102	IS5	1055	1	1055	4893410	4894463						
GCA_054952645.1_ASM5495264v1_genomic.fna	chromosome			CM143112.1 Klebsiella pneumoniae subsp. pneumoniae strain SDS/K-5 chromosome, complete sequence, whole genome shotgun sequence	5274932	0.5744074046831315	425cec39c2b4425306b0b7358f1bc8a3	00952	MG930932	IS102	IS5	1055	1	1055	4920746	4921801						
GCA_054952645.1_ASM5495264v1_genomic.fna	plasmid	AA406	AI454	JBUCRN010000003.1 Klebsiella pneumoniae subsp. pneumoniae strain SDS/K-5 plasmid p2k-5, whole genome shotgun sequence	218621	0.5046084319438663	24596802f1974d6803c1444d4dd732b7	00952	MG930932	IS102	IS5	1055	1	1055	25672	26725	1056	plus	100.0	94.508	0.0	1626
GCA_054952645.1_ASM5495264v1_genomic.fna	plasmid	AA406	AI454	JBUCRN010000003.1 Klebsiella pneumoniae subsp. pneumoniae strain SDS/K-5 plasmid p2k-5, whole genome shotgun sequence	218621	0.5046084319438663	24596802f1974d6803c1444d4dd732b7	00953	KY652381	IS903B	IS5	1057	1	1057	78563	79619	1057	plus	100.0	96.026	0.0	1720
