qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
AP014804|MOBP	JBVFLX010000002.1 Klebsiella pneumoniae strain 22-90 plasmid p22-90_1, whole genome shotgun sequence	550	137951	1	470	56200	56669	478	39	88.494	85.0	85.0	minus	3.94e-161	564	oriT
MH263653_00001|IncFIA	JBVFLX010000002.1 Klebsiella pneumoniae strain 22-90 plasmid p22-90_1, whole genome shotgun sequence	756	137951	1	756	103	858	756	0	100.0	100.0	100.0	plus	0.0	1397	replicon
000210__KF623109_00045|IncU	JBVFLX010000002.1 Klebsiella pneumoniae strain 22-90 plasmid p22-90_1, whole genome shotgun sequence	561	137951	1	561	43380	43940	561	0	100.0	100.0	100.0	plus	0.0	1037	replicon
000204__CP008701_00115|IncR	JBVFLX010000002.1 Klebsiella pneumoniae strain 22-90 plasmid p22-90_1, whole genome shotgun sequence	894	137951	1	894	96919	97814	896	11	98.549	100.0	100.0	plus	0.0	1581	replicon
JN232517|IncFII	JBVFLX010000002.1 Klebsiella pneumoniae strain 22-90 plasmid p22-90_1, whole genome shotgun sequence	260	137951	4	260	137695	137951	257	0	100.0	99.0	99.0	minus	8.589999999999999e-135	475	replicon
000119__MF133496_00001|IncFII	JBVFLX010000003.1 Klebsiella pneumoniae strain 22-90 plasmid p22-90_2, whole genome shotgun sequence	627	94456	1	627	1568	2194	627	0	100.0	100.0	100.0	minus	0.0	1158	replicon
000003__NC_002119_00001|ColRNAI_rep_cluster_1857	JBVFLX010000003.1 Klebsiella pneumoniae strain 22-90 plasmid p22-90_2, whole genome shotgun sequence	582	94456	1	582	89627	90207	582	10	98.11	100.0	100.0	plus	0.0	1013	replicon
NC_021198_00256|MOBP	JBVFLX010000003.1 Klebsiella pneumoniae strain 22-90 plasmid p22-90_2, whole genome shotgun sequence	642	94456	1	642	34566	36491	642	30	95.327	100.0	100.0	minus	0.0	1219	relaxase
NC_009793_00003|MOBC	JBVFLX010000003.1 Klebsiella pneumoniae strain 22-90 plasmid p22-90_2, whole genome shotgun sequence	243	94456	1	243	86136	86864	243	10	95.885	100.0	100.0	minus	3.15e-147	452	relaxase
NC_010726_00014|MPF_T	CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	301	5501943	1	301	1867873	1868775	301	3	99.003	100.0	100.0	minus	0.0	617	mate-pair-formation
NC_005814_00013|MPF_T	CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	227	5501943	1	227	1868778	1869458	227	7	96.916	100.0	100.0	minus	5.01e-130	402	mate-pair-formation
NC_014312_00116|MPF_F	JBVFLX010000002.1 Klebsiella pneumoniae strain 22-90 plasmid p22-90_1, whole genome shotgun sequence	101	137951	1	101	131888	132190	101	0	100.0	100.0	100.0	plus	3.32e-64	207	mate-pair-formation
NC_021198_00249|MPF_I	JBVFLX010000003.1 Klebsiella pneumoniae strain 22-90 plasmid p22-90_2, whole genome shotgun sequence	730	94456	1	730	3614	5803	730	22	96.986	100.0	100.0	minus	0.0	1388	mate-pair-formation
NC_021198_00243|MPF_I	JBVFLX010000003.1 Klebsiella pneumoniae strain 22-90 plasmid p22-90_2, whole genome shotgun sequence	398	94456	1	398	11883	13076	398	17	95.729	100.0	100.0	minus	0.0	749	mate-pair-formation
NC_021198_00240|MPF_I	JBVFLX010000003.1 Klebsiella pneumoniae strain 22-90 plasmid p22-90_2, whole genome shotgun sequence	133	94456	1	133	16753	17151	133	10	92.481	100.0	100.0	minus	5.01e-72	231	mate-pair-formation
NC_021198_00239|MPF_I	JBVFLX010000003.1 Klebsiella pneumoniae strain 22-90 plasmid p22-90_2, whole genome shotgun sequence	177	94456	1	171	17228	17740	171	8	95.322	97.0	97.0	minus	1.8700000000000003e-79	254	mate-pair-formation
NC_021198_00238|MPF_I	JBVFLX010000003.1 Klebsiella pneumoniae strain 22-90 plasmid p22-90_2, whole genome shotgun sequence	239	94456	1	239	17753	18469	239	32	86.611	100.0	100.0	minus	2.7699999999999997e-128	397	mate-pair-formation
NC_021198_00236|MPF_I	JBVFLX010000003.1 Klebsiella pneumoniae strain 22-90 plasmid p22-90_2, whole genome shotgun sequence	367	94456	1	367	19823	20923	367	16	95.64	100.0	100.0	minus	0.0	639	mate-pair-formation
NC_021198_00235|MPF_I	JBVFLX010000003.1 Klebsiella pneumoniae strain 22-90 plasmid p22-90_2, whole genome shotgun sequence	234	94456	1	234	20937	21638	234	8	96.581	100.0	100.0	minus	1.95e-154	472	mate-pair-formation
NC_021198_00234|MPF_I	JBVFLX010000003.1 Klebsiella pneumoniae strain 22-90 plasmid p22-90_2, whole genome shotgun sequence	117	94456	1	117	21677	22027	117	10	91.453	100.0	100.0	minus	4.94e-61	198	mate-pair-formation
NC_021198_00230|MPF_I	JBVFLX010000003.1 Klebsiella pneumoniae strain 22-90 plasmid p22-90_2, whole genome shotgun sequence	272	94456	1	272	26923	27738	272	13	95.221	100.0	100.0	minus	3.0500000000000003e-179	545	mate-pair-formation
