sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	00918	LT898486	ISKpn26	IS5	1197	1	1196	12580	13775						
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	00918	LT898486	ISKpn26	IS5	1197	1	1196	127630	128825						
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	00832	KY270853	ISKpn28	IS481	1105	1	1096	200048	201143						
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	00610	AP006725	ISKpn1	IS3	1445	1	1445	222588	224032						
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	455844	457395						
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	458130	460497						
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	00918	LT898486	ISKpn26	IS5	1197	1	1196	780333	781528						
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	00918	LT898486	ISKpn26	IS5	1197	1	1196	845365	846560						
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	00918	LT898486	ISKpn26	IS5	1197	1	1196	1211497	1212692						
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	1276650	1278201						
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	1279081	1281448						
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	00918	LT898486	ISKpn26	IS5	1197	1	1196	1407192	1408387						
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	00954	MF344567	IS903	IS5	1057	4	1057	1523277	1524330						
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	00610	AP006725	ISKpn1	IS3	1445	1	1445	1679857	1681301						
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	00610	AP006725	ISKpn1	IS3	1445	1	1445	1706799	1708243						
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	00954	MF344567	IS903	IS5	1057	1	1057	1788288	1789344						
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	00918	LT898486	ISKpn26	IS5	1197	1	1196	2304973	2306168						
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	00918	LT898486	ISKpn26	IS5	1197	1	1196	2322883	2324078						
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	00918	LT898486	ISKpn26	IS5	1197	1	1196	3011644	3012839						
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	00832	KY270853	ISKpn28	IS481	1105	1	1096	3102647	3103742						
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	00610	AP006725	ISKpn1	IS3	1445	1	1445	3212513	3213957						
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	00954	MF344567	IS903	IS5	1057	1	1057	3333532	3334588						
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	00832	KY270853	ISKpn28	IS481	1105	1	1096	3694080	3695175						
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	00610	AP006725	ISKpn1	IS3	1445	1	1445	4063943	4065387						
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	00954	MF344567	IS903	IS5	1057	4	1057	4173209	4174262						
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	00918	LT898486	ISKpn26	IS5	1197	1	1196	4218047	4219242						
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	4458222	4460589						
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	4461553	4463104						
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	00918	LT898486	ISKpn26	IS5	1197	1	1196	4798585	4799780						
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	4833153	4835520						
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	4836400	4837951						
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	00634	CP024842	IS1400	IS3	1207	1	1205	4869864	4871068						
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	00918	LT898486	ISKpn26	IS5	1197	1	1196	4880211	4881406						
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	00610	AP006725	ISKpn1	IS3	1445	1	1445	5073422	5074866						
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	5204391	5206758						
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	5207638	5209189						
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	5249443	5251810						
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	5252774	5254325						
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	01400	CP016586.1	23s-rRNA	23S	3027	660	3027	5341315	5343682						
GCA_055485485.1_ASM5548548v1_genomic.fna	chromosome			CM145173.1 Klebsiella pneumoniae strain 22-90 chromosome, complete sequence, whole genome shotgun sequence	5501943	0.5732716605751823	cc07dc9d459ee968f66b3d2b60532900	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	5344646	5346197						
