qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
HG428760|MOBH	JBUCRP010000005.1 Klebsiella pneumoniae strain SDS/K-20 plasmid p2k-20 contig_18, whole genome shotgun sequence	398	137588	1	398	41806	42203	398	1	99.749	100.0	100.0	plus	0.0	730	oriT
000107__CP014778_00094|IncFIB	JBUCRP010000002.1 Klebsiella pneumoniae strain SDS/K-20 plasmid p3k-20 contig_13, whole genome shotgun sequence	1011	222972	1	1011	85847	86857	1011	98	90.307	100.0	100.0	plus	0.0	1325	replicon
000195__NC_013728_00014|IncQ1	JBUCRP010000002.1 Klebsiella pneumoniae strain SDS/K-20 plasmid p3k-20 contig_13, whole genome shotgun sequence	885	222972	1	885	162916	163800	885	0	100.0	100.0	100.0	minus	0.0	1635	replicon
CP017721_00179|rep_cluster_2183	JBUCRP010000002.1 Klebsiella pneumoniae strain SDS/K-20 plasmid p3k-20 contig_13, whole genome shotgun sequence	864	222972	37	864	220179	221006	829	142	82.63	96.0	96.0	minus	0.0	732	replicon
000132__HG969996|IncFII	JBUCRP010000002.1 Klebsiella pneumoniae strain SDS/K-20 plasmid p3k-20 contig_13, whole genome shotgun sequence	235	222972	1	235	221041	221275	235	2	99.149	100.0	100.0	plus	3.03e-119	424	replicon
000232__CP012429|rep_cluster_1	JBUCRP010000004.1 Klebsiella pneumoniae strain SDS/K-20 contig_17, whole genome shotgun sequence	1500	90882	1	1500	62515	64010	1501	21	98.201	100.0	100.0	plus	0.0	2617	replicon
000232__CP012429|rep_cluster_1	JBUCRP010000004.1 Klebsiella pneumoniae strain SDS/K-20 contig_17, whole genome shotgun sequence	1500	90882	1	1500	81977	83476	1500	20	98.667	100.0	100.0	minus	0.0	2660	replicon
000092__CP025470|IncC	JBUCRP010000005.1 Klebsiella pneumoniae strain SDS/K-20 plasmid p2k-20 contig_18, whole genome shotgun sequence	1101	137588	1	1101	43020	44120	1101	9	99.183	100.0	100.0	plus	0.0	1984	replicon
000100__NZ_CP016161_00012|IncFIB	JBUCRP010000008.1 Klebsiella pneumoniae strain SDS/K-20 plasmid p4k-20 contig_20, whole genome shotgun sequence	1218	112468	1	1218	32066	33283	1218	21	98.276	100.0	100.0	minus	0.0	2134	replicon
000003__NC_002119_00001|ColRNAI_rep_cluster_1857	JBUCRP010000009.1 Klebsiella pneumoniae strain SDS/K-20 plasmid p1k-20 contig_21, whole genome shotgun sequence	582	16881	1	582	5525	6106	582	8	98.625	100.0	100.0	minus	0.0	1031	replicon
000003__NC_002119_00001|ColRNAI_rep_cluster_1857	JBUCRP010000009.1 Klebsiella pneumoniae strain SDS/K-20 plasmid p1k-20 contig_21, whole genome shotgun sequence	582	16881	1	582	15255	15836	582	8	98.625	100.0	100.0	minus	0.0	1031	replicon
